anime_id,name,genre
12017,Tiger & Bunny Movie 2: The Rising,"Action, Mystery, Comedy, Super Power"
12021,Poyopoyo Kansatsu Nikki,"Slice of Life, Comedy, Seinen"
12029,Uchuu Senkan Yamato 2199,"Action, Military, Sci-Fi, Space, Drama"
12031,Kingdom,"Action, Historical, Military, Seinen"
12049,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
12053,Mardock Scramble: The Third Exhaust,"Action, Psychological, Sci-Fi"
12069,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports"
12079,Black★Rock Shooter,"Action, Music"
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
12115,Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports"
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural"
12149,AKB0048,"Music, Sci-Fi"
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School"
12187,Carnival Phantasm EX Season,"Comedy, Supernatural"
12189,Hyouka,"Mystery, School, Slice of Life"
12231,Dragon Ball: Episode of Bardock,"Action, Sci-Fi, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
12255,Carnival Phantasm: Illya-jou,"Parody, Comedy"
12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi"
12291,Acchi Kocchi (TV),"Slice of Life, Comedy, Romance, School"
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance"
12317,Upotte!!,"Action, Comedy, Military, Seinen"
12321,Thermae Romae,"Comedy, Historical, Seinen"
12355,Ookami Kodomo no Ame to Yuki,"Fantasy, Slice of Life"
12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen"
12367,Shining Hearts: Shiawase no Pan,"Action, Fantasy"
12403,Yuru Yuri♪♪,"Slice of Life, Comedy, School, Shoujo Ai"
12413,Jormungand,"Action, Adventure, Seinen"
12419,Guilty Crown: Kiseki - Reassortment,"Action, Sci-Fi, Super Power"
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space"
12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural"
12449,Maken-Ki! Specials,"Ecchi, Sports"
12461,Hiiro no Kakera,"Fantasy, Romance, Shoujo, Supernatural"
12467,Nazo no Kanojo X,"Romance, School, Seinen"
12471,Eureka Seven AO,"Action, Adventure, Drama, Mecha, Sci-Fi"
12477,Sakasama no Patema,"Adventure, Sci-Fi"
12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi"
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Supernatural"
12505,C³: Rikan Gakkou Confusion!,"Action, Comedy, Supernatural, Ecchi, School"
12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School"
12549,"Dakara Boku wa, H ga Dekinai.","Comedy, Supernatural, Romance, Ecchi"
12565,Fate/Prototype,"Action, Supernatural, Magic, Romance, Fantasy, Shounen"
12581,Asa made Jugyou Chu!,"Comedy, Ecchi, Romance, School"
12637,"Mogyutto ""Love"" de Sekkinchuu!",Music
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy
12669,Amagami SS+ Plus: Extra Episode+ Plus,Romance
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life"
12677,Ozma,"Action, Sci-Fi, Adventure"
12679,Joshiraku,"Slice of Life, Comedy, Shounen"
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,"Comedy, Parody, Fantasy"
12695,Tight-rope,"Romance, Shounen Ai"
12711,Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo"
12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School"
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Game, Mystery, Shounen"
12783,Sora no Otoshimono Final: Eternal My Master,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural"
12815,Shirokuma Cafe,"Slice of Life, Comedy, Josei"
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery"
12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports"
12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life"
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen"
12967,Arcana Famiglia,"Action, Harem, Supernatural, Romance, Shoujo"
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody"
13055,Sankarea OVA,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural"
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Romance, Mystery, Seinen"
13115,Hakuouki Reimeiroku,"Action, Historical, Supernatural, Drama, Samurai, Josei"
13125,Shinsekai yori,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural"
13161,Hagure Yuusha no Aesthetica,"Action, Super Power, Ecchi, Fantasy"
13171,Wasurenagumo,"Comedy, Supernatural"
13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen"
13261,Inazuma Eleven Go: Chrono Stone,"Sports, Super Power, Shounen"
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy
13267,Shinryaku!! Ika Musume,"Slice of Life, Comedy, Shounen"
13271,Hunter x Hunter Movie 1: Phantom Rouge,"Action, Adventure, Fantasy, Shounen, Super Power"
13331,Jormungand: Perfect Order,"Action, Adventure, Seinen"
13333,Tari Tari,"Music, Slice of Life, School"
13335,Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural"
13357,High School DxD Specials,"Ecchi, Comedy, Harem, Romance, Demons, School"
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School"
13377,Recorder to Randoseru Re♪,"Comedy, School, Seinen, Slice of Life"
13391,Rakuen Tsuihou,"Action, Sci-Fi, Mecha"
13403,Inu x Boku SS Special,"Comedy, Supernatural, Shounen"
13405,Utsu Musume Sayuri,"Comedy, Dementia"
13409,Moyashimon Returns,"Comedy, Supernatural, School, Seinen"
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,"Action, Sci-Fi, Super Power, Drama"
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi
13469,Hyouka: Motsubeki Mono wa,"Mystery, School, Slice of Life"
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural"
13585,Natsuyuki Rendezvous,"Supernatural, Drama, Romance, Josei"
13587,Persona 4 the Animation: No One is Alone,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
13599,Robotics;Notes,"Sci-Fi, Mystery, Drama, Mecha, School"
13601,Psycho-Pass,"Action, Sci-Fi, Police, Psychological"
13629,Furiko,"Music, Slice of Life, Drama, Romance"
13655,Little Busters!,"Slice of Life, Comedy, Supernatural, Drama, School"
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Romance, Slice of Life"
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Super Power, Martial Arts, Shounen"
13709,Afro Samurai Movie,"Action, Adventure, Samurai"
13759,Sakura-sou no Pet na Kanojo,"Slice of Life, Comedy, Drama, Romance, School"
13767,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai"
13807,Corpse Party: Missing Footage,"Horror, School"
13833,Nagareboshi Lens,"Romance, Shoujo"
13851,To LOVE-Ru Darkness OVA,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
13859,Accel World: Acchel World.,"Sci-Fi, Comedy"
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller"
13939,Accel World EX,"Action, Game, Sci-Fi, Romance, School"
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Harem, Slice of Life, Comedy, Romance, School"
14045,Mangirl!,"Comedy, Slice of Life"
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen"
14075,Zetsuen no Tempest,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
14093,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids"
14123,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids"
14131,Girls & Panzer,"Action, Sports, Military, School"
14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life"
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural"
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School"
14227,Tonari no Kaibutsu-kun,"Slice of Life, Comedy, Romance, School, Shoujo"
14237,Busou Shinki,"Action, Sci-Fi, Slice of Life, Mecha"
14277,Chitose Get You!!,"Comedy, Romance, School, Seinen, Slice of Life"
14283,Vividred Operation,"Action, Sci-Fi, Ecchi"
14289,Sukitte Ii na yo.,"Drama, Romance, School, Shoujo"
14293,Nerawareta Gakuen,"Romance, School, Sci-Fi"
14345,Btooom!,"Action, Sci-Fi, Psychological, Seinen"
14349,Little Witch Academia,"Adventure, Comedy, Magic, Fantasy, School"
14353,Death Billiards,"Game, Mystery, Psychological, Drama, Thriller"
14355,Yama no Susume,"Adventure, Slice of Life, Comedy"
14373,Arata naru Sekai: World's/Start/Load/End,Sci-Fi
14397,Chihayafuru 2,"Drama, Game, Josei, School, Slice of Life, Sports"
14407,Persona 3 the Movie 1: Spring of Birth,"Action, Supernatural, Fantasy"
14467,K,"Action, Mystery, Super Power, Supernatural"
14511,Minami-ke Tadaima,"Comedy, School, Slice of Life"
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen"
14515,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural"
14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power"
14575,Minami-ke Omatase,"Comedy, Slice of Life"
14645,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural"
14653,Hayate no Gotoku! Can't Take My Eyes Off You,"Comedy, Harem, Parody, Shounen"
14669,Aura: Maryuuin Kouga Saigo no Tatakai,"Supernatural, Drama, Romance, School"
14713,Kamisama Hajimemashita,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Supernatural, Vampire, Shounen"
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Mystery, Comedy, Police, Shounen"
14741,Chuunibyou demo Koi ga Shitai!,"Slice of Life, Comedy, Drama, Romance, School"
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School"
14751,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo"
14753,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen"
14765,Ixion Saga DT,"Action, Comedy, Fantasy"
14807,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural"
14811,GJ-bu,"Comedy, School, Slice of Life"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Slice of Life, Comedy, Drama, Romance, School"
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Magic, Fantasy"
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Romance, Fantasy"
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen"
14893,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest","Comedy, Romance, Ecchi"
14921,RDG: Red Data Girl,"Fantasy, Magic"
14941,AKB0048: Next Stage,"Music, Sci-Fi"
14951,Wonderful Rush,Music
14967,Boku wa Tomodachi ga Sukunai Next,"Harem, Slice of Life, Comedy, Romance, School"
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen"
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Mystery, Horror, Supernatural"
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Slice of Life, Supernatural, Drama"
15051,Love Live! School Idol Project,"Music, Slice of Life, School"
15059,Initial D Fifth Stage,"Action, Cars, Sports, Drama, Seinen"
15085,Amnesia,"Harem, Mystery, Romance, Fantasy, Josei"
15109,Cuticle Tantei Inaba,"Action, Mystery, Comedy, Supernatural, Shounen"
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Supernatural, Shounen"
15119,Senran Kagura,"Action, Comedy, Ecchi, School"
15125,Teekyuu,"Comedy, School, Shounen, Sports"
15133,Aoi Sekai no Chuushin de,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen"
15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody"
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military"
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,"Action, Mecha, Military"
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,"Action, Mecha, Military"
15225,Hentai Ouji to Warawanai Neko.,"Harem, Comedy, Supernatural, Romance, School"
15227,Kono Sekai no Katasumi ni,"Historical, Drama, Seinen"
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Action, Comedy, Fantasy, Supernatural"
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural"
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural"
15377,Hyakka Ryouran: Samurai Bride,"Action, Ecchi, Comedy, Harem, Samurai, School"
15379,Kotoura-san,"Comedy, Drama, Romance, School"
15391,Kagaku na Yatsura,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen"
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo"
15417,Gintama': Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
15437,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu","Action, Harem, Comedy, Supernatural, Magic, Ecchi"
15439,"Kono Danshi, Ningyo Hiroimashita.","Fantasy, Shounen Ai"
15451,High School DxD New,"Action, Harem, Comedy, Demons, Romance, Ecchi, School"
15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports"
15565,Maken-Ki! Two,"Action, Harem, Super Power, Ecchi, Martial Arts, School"
15583,Date A Live,"Sci-Fi, Harem, Comedy, Romance, Mecha, School"
15591,Joshiraku OVA,"Slice of Life, Comedy, Shounen"
15605,Brothers Conflict,"Harem, Romance, Shoujo"
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","Harem, Comedy, Romance, Ecchi, School"
15613,Hakkenden: Touhou Hakken Ibun,"Action, Demons, Supernatural, Fantasy, Shoujo"
15617,Jinrui wa Suitai Shimashita Specials,"Comedy, Fantasy, Seinen"
15633,Code:Breaker OVA,"Action, Ecchi, Comedy, Super Power, Supernatural, School, Shounen"
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School"
15689,Nekomonogatari: Kuro,"Comedy, Supernatural, Romance, Ecchi"
15699,Haiyore! Nyaruko-san W,"Sci-Fi, Comedy, Parody"
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,"Comedy, Ecchi"
15751,Senyuu.,"Action, Comedy, Parody, Fantasy, Shounen"
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life"
15775,Saint☆Oniisan,"Comedy, Seinen, Slice of Life"
15793,Senki Zesshou Symphogear G,"Action, Music, Sci-Fi"
15809,Hataraku Maou-sama!,"Comedy, Demons, Supernatural, Romance, Fantasy"
15811,Girls & Panzer Specials,"Military, School"
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space"
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha"
15881,Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,"Comedy, Ecchi"
15883,Fantasista Doll,"Sci-Fi, Magic, Fantasy"
15895,Hiyokoi (2012),"Romance, School, Shoujo"
15911,Yuyushiki,"Slice of Life, Comedy, School, Seinen"
15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural"
15933,Vassalord.,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire"
15963,Seitokai no Ichizon Lv.2: Watasu Seitokai,"Harem, Comedy, Parody, School"
15989,Saki Achiga-hen: Episode of Side-A Specials,"Game, Slice of Life, School"
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"Action, Super Power, Supernatural, Shounen"
16009,Kamisama no Inai Nichiyoubi,"Adventure, Mystery, Fantasy"
16011,Tokyo Ravens,"Action, Comedy, Supernatural, Magic, Romance, School"
16035,Karneval (TV),"Action, Fantasy, Josei, Mystery, Sci-Fi"
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power"
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports"
16067,Nagi no Asu kara,"Drama, Fantasy, Romance"
16099,Sword Art Online: Sword Art Offline,Comedy
16123,Saki Zenkoku-hen,"Game, Slice of Life, School"
16149,Kick-Heart,"Comedy, Romance, Sports"
16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural"
16169,Choboraunyopomi Gekijou Ai Mai Mii,"Comedy, Slice of Life"
16199,Girls & Panzer: Shoukai Shimasu!,"Military, School"
16201,Aku no Hana,"Psychological, Drama, Romance, School, Shounen"
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural"
16273,Acchi Kocchi (TV): Place=Princess,"Slice of Life, Comedy, Romance, School"
16317,Ishida to Asakura,"Comedy, School, Seinen"
16353,Love Lab,"Comedy, Romance, School"
16355,Dansai Bunri no Crime Edge,"Action, Romance, Fantasy, Seinen"
16385,Dog Days'',"Action, Adventure, Magic, Fantasy"
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,"Comedy, School, Shounen"
16397,Photokano,"Ecchi, Romance, School"
16405,"Boku no Imouto wa ""Osaka Okan""",Comedy
16417,Tamako Market,"Slice of Life, Comedy"
16436,Tenshi no Drop,"Comedy, Ecchi, Shounen"
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,"Fantasy, Supernatural"
16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
16498,Shingeki no Kyojin,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural"
16518,Arata Kangatari,"Adventure, Fantasy, Shounen"
16524,Suisei no Gargantia,"Action, Sci-Fi, Adventure, Mecha"
16528,Hal,"Sci-Fi, Drama, Romance, Shoujo"
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Mystery, Horror, Psychological, School"
16608,Shitcom,"Comedy, Romance"
16662,Kaze Tachinu,"Drama, Historical, Romance"
16664,Kaguya-hime no Monogatari,"Fantasy, Historical"
16668,Kakumeiki Valvrave,"Action, Military, Space, Mecha"
16680,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Kids, Fantasy"
16694,Sankarea: Wagahai mo... Zombie de Aru...,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen"
16700,Higurashi no Naku Koro ni Kaku: Outbreak,"Mystery, Horror, Psychological, Thriller"
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Harem, Comedy, Supernatural, Romance, Shounen"
16732,Kiniro Mosaic,"Slice of Life, Comedy, School, Seinen"
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Slice of Life, Comedy, School"
16762,Mirai Nikki: Redial,"Action, Psychological, Supernatural, Shounen"
16774,Inferno Cop,"Action, Comedy, Police"
16782,Kotonoha no Niwa,"Slice of Life, Psychological, Drama, Romance"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo"
16868,Sukitte Ii na yo.: Dareka ga,"Romance, School, Shoujo"
16870,The Last: Naruto the Movie,"Action, Super Power, Romance, Martial Arts, Shounen"
16890,Makai Ouji: Devils and Realist,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei"
16894,Kuroko no Basket 2nd Season,"Comedy, Sports, School, Shounen"
16904,K: Missing Kings,"Action, Super Power, Supernatural"
16910,Namiuchigiwa no Muromi-san,"Slice of Life, Comedy, Fantasy, Shounen"
16916,Kuroko no Basket: Tip Off,"Sports, Comedy, School, Shounen"
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life"
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Comedy, Drama, Romance, School, Slice of Life"
16982,Hayate no Gotoku! Cuties,"Comedy, Harem, Parody, Romance, Shounen"
17074,Monogatari Series: Second Season,"Mystery, Comedy, Supernatural, Romance, Vampire"
17082,Aiura,"Comedy, School, Shounen, Slice of Life"
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Kids, Fantasy"
17121,Dareka no Manazashi,"Drama, Slice of Life"
17157,Nozoki Ana,"Comedy, Drama, Ecchi"
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,"Sci-Fi, Police, Psychological, Mecha"
17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School"
17259,Kuroko no Basket: Oshaberi Shiyokka,"Comedy, School, Sports, Shounen"
17265,Log Horizon,"Action, Game, Adventure, Magic, Fantasy"
17269,Captain Herlock,"Action, Sci-Fi, Space, Drama"
17341,Yama no Susume: Kabe tte Kowakunai no?,"Comedy, Slice of Life"
17389,Kingdom 2nd Season,"Action, Military, Historical, Seinen"
17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen"
17397,Cyclops Shoujo Saipuu,"Ecchi, Comedy, School, Slice of Life"
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo"
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Music, Comedy, Drama"
17505,Mushibugyou,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen"
17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire"
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen"
17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life"
17637,Miyakawa-ke no Kuufuku,Slice of Life
17641,Date A Live: Date to Date,"Sci-Fi, Harem, Comedy, Romance, School"
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Slice of Life, Comedy, School"
17651,Genei wo Kakeru Taiyou,Magic
17681,Zettai Bouei Leviathan,"Fantasy, Magic, Comedy"
17725,Magical☆Star Kanon 100%,"Magic, Music, Shounen"
17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School"
17741,Kimi no Iru Machi,"Slice of Life, Drama, Romance, Shounen"
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Ecchi, Romance, Shounen, Supernatural"
17819,Kyoto Animation: Suiei-hen,Sports
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports"
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School"
17831,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural"
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Kids, Fantasy"
17875,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life"
17895,Golden Time,"Comedy, Drama, Romance"
17901,All Alone With You,"Fantasy, Music"
17909,Uchouten Kazoku,"Slice of Life, Comedy, Demons, Drama, Fantasy"
17919,Houkago no Pleiades (TV),"Magic, Space"
17949,The Everlasting Guilty Crown,Music
18001,Freezing Vibration,"Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
18039,Rescue Me!,"Ecchi, Harem, Romance"
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen"
18045,Koi to Senkyo to Chocolate: Koi Imouto!,"Drama, Romance, School"
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Demons, Supernatural, Fantasy, Shoujo"
18095,Nourin,"Comedy, Parody, Romance, Ecchi, School"
18099,Recorder to Randoseru Mi☆,"Comedy, School, Seinen, Slice of Life"
18115,Magi: The Kingdom of Magic,"Action, Adventure, Magic, Fantasy, Shounen"
18119,Servant x Service,"Comedy, Seinen, Slice of Life"
18121,Teekyuu 2,"Comedy, School, Shounen, Sports"
18139,Tonari no Seki-kun,"Comedy, School, Seinen"
18153,Kyoukai no Kanata,"Slice of Life, Supernatural, Fantasy"
18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports"
18179,Yowamushi Pedal,"Comedy, Sports, Drama, Shounen"
18195,Little Busters!: Refrain,"Slice of Life, Comedy, Supernatural, Drama, Romance, School"
18229,Gatchaman Crowds,"Sci-Fi, Adventure"
18245,White Album 2,"Drama, Music, Romance, Slice of Life"
18247,IS: Infinite Stratos 2,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
18277,Strike the Blood,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School"
18295,Kakumeiki Valvrave 2nd Season,"Action, Space, Mecha"
18393,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
18397,Shingeki no Kyojin OVA,"Action, Super Power, Drama, Fantasy, Shounen"
18411,Gingitsune,"Seinen, Slice of Life, Supernatural"
18429,Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen"
18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire"
18465,Genshiken Nidaime,"Slice of Life, Comedy, Parody"
18495,Kitakubu Katsudou Kiroku,"Comedy, School, Slice of Life"
18497,Yozakura Quartet: Hana no Uta,"Action, Comedy, Super Power, Supernatural, Magic, Shounen"
18507,Free!,"Slice of Life, Comedy, Sports, Drama, School"
18523,Senyuu. 2,"Action, Comedy, Fantasy, Parody, Shounen"
18617,Girls & Panzer Movie,"Military, School, Sports"
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School, Sports"
18661,Kamisama Hajimemashita OVA,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
